TransactionID,Amount,CustomerID,Timestamp,MerchantID,TransactionAmount,AnomalyScore,FraudIndicator,Category,Age,AccountBalance,SuspiciousFlag,TransactionHour,TransactionDay,TransactionMonth
14,98.80425008117196,1700,2022-01-01 13:00:00,2892,43.691459478352925,0.9973396329012194,0,Travel,22,6735.159471122309,0,13,1,1
15,99.83263446243002,1321,2022-01-01 14:00:00,2849,35.45084414311964,0.8279264002423734,0,Other,47,2685.9423652780533,0,14,1,1
16,20.735039147246727,1463,2022-01-01 15:00:00,2640,47.62737483292299,0.4559473695840319,0,Other,46,1847.3263923843544,0,15,1,1
17,44.54511885107208,1962,2022-01-01 16:00:00,2858,83.80043412877465,0.0786169688869532,0,Other,39,7989.117483166383,0,16,1,1
18,27.05493666999777,1854,2022-01-01 17:00:00,2479,67.01973545243015,0.5328202953043202,0,Travel,57,9960.172528289351,0,17,1,1
19,13.615519156393288,1651,2022-01-01 18:00:00,2470,79.67952921186595,0.2520122859524184,1,Food,58,8326.14998923507,0,18,1,1
20,20.80228963510888,1715,2022-01-01 19:00:00,2933,23.12632324762183,0.2791586079368224,0,Travel,57,9103.487493642171,0,19,1,1
21,36.04360521851923,1724,2022-01-01 20:00:00,2835,60.70535435436163,0.6759407120991201,0,Travel,32,8830.49151334518,0,20,1,1
22,99.1004273987159,1117,2022-01-01 21:00:00,2220,53.84670686845873,0.1242284781235212,0,Online,52,7288.036637655037,0,21,1,1
23,85.4201781893225,1613,2022-01-01 22:00:00,2465,15.579538194663694,0.1953263896357612,0,Travel,21,8486.464783345322,0,22,1,1
24,84.05328458627297,1643,2022-01-01 23:00:00,2480,13.386777836538998,0.6172898016719134,0,Retail,52,7833.796203088414,0,23,1,1
25,50.258612452465634,1788,2022-01-02 00:00:00,2305,98.4640558012606,0.2443530379310863,0,Travel,27,4384.800511892174,0,0,2,1
26,52.593928648769634,1251,2022-01-02 01:00:00,2753,95.19370554798026,0.4870702896864038,0,Other,34,1820.9385858995977,0,1,2,1
27,20.48932094343152,1960,2022-01-02 02:00:00,2301,77.5092196540028,0.4227359977610908,0,Other,34,9934.498596865016,0,2,2,1
28,12.397442736592344,1187,2022-01-02 03:00:00,2914,51.77113770450813,0.838064383449069,0,Online,46,4845.969183660771,0,3,2,1
29,25.334803493141827,1121,2022-01-02 04:00:00,2322,73.08040768249539,0.4633405713676668,0,Other,23,4584.987687518285,0,4,2,1
30,70.07512697850342,1117,2022-01-02 05:00:00,2932,83.8842181328395,0.6466000102947055,0,Retail,52,7288.036637655037,0,5,2,1
31,92.6193029775784,1475,2022-01-02 06:00:00,2951,59.9638046074686,0.0286451504049212,0,Food,25,2805.3119964226125,0,6,2,1
32,77.7269441692719,1993,2022-01-02 07:00:00,2313,64.82555289198555,0.1139557066719609,0,Online,60,8330.438296145094,0,7,2,1
33,59.3509900357369,1030,2022-01-02 08:00:00,2693,16.31638922256401,0.7904919847795615,0,Other,54,3767.55788843177,0,8,2,1
34,61.34763595275774,1116,2022-01-02 09:00:00,2686,74.89233384628318,0.496141397087933,0,Retail,22,3038.909606871837,0,9,2,1
35,60.47401632791208,1676,2022-01-02 10:00:00,2173,63.48108383812917,0.0234248603939667,0,Online,38,7624.565426838614,0,10,2,1
36,42.20773347952953,1547,2022-01-02 11:00:00,2674,55.0748944700021,0.1056184269218054,0,Retail,31,6742.168051456645,0,11,2,1
37,71.26856791663724,1527,2022-01-02 12:00:00,2832,15.85588970150042,0.1173613685668951,0,Food,59,3545.727576422631,0,12,2,1
38,46.214982406953474,1087,2022-01-02 13:00:00,2967,35.25955889294103,0.682579996111541,0,Retail,28,2934.8098384758123,0,13,2,1
39,14.63168948637222,1207,2022-01-02 14:00:00,2201,53.30527210965001,0.9384845538305628,0,Other,38,5655.630625853387,0,14,2,1
40,80.53777562959479,1038,2022-01-02 15:00:00,2995,89.31329987617828,0.5326091267272046,0,Other,62,5402.920850264518,0,15,2,1
41,47.874851353915766,1800,2022-01-02 16:00:00,2596,13.156789554321756,0.3194777655854669,0,Other,58,6631.372808065945,0,16,2,1
42,85.10981610829299,1510,2022-01-02 17:00:00,2518,39.31008128591371,0.2149458399121594,0,Retail,53,7685.510723404021,0,17,2,1
43,55.81926585658818,1104,2022-01-02 18:00:00,2910,62.40210028810944,0.5672705382841227,0,Online,52,1693.073845531838,0,18,2,1
44,86.97191973785533,2000,2022-01-02 19:00:00,2423,88.11638357233643,0.7663300041347579,0,Food,42,4853.024379784787,0,19,2,1
45,69.75758075212585,1644,2022-01-02 20:00:00,2364,29.203181435601817,0.7076318867164036,0,Online,51,3307.317156281388,1,20,2,1
46,79.35791579481321,1238,2022-01-02 21:00:00,2274,15.0314207539817,0.9923378496402676,0,Online,38,8228.897853132457,0,21,2,1
47,72.74250983074938,1759,2022-01-02 22:00:00,2639,64.0550437068745,0.531697063932589,0,Food,33,6608.386988413693,0,22,2,1
48,17.6405694778187,1994,2022-01-02 23:00:00,2233,37.31484596425175,0.0322402678558125,0,Travel,63,8791.304688526334,0,23,2,1
49,30.793728080558463,1752,2022-01-03 00:00:00,2239,11.93959323128237,0.0061201141369274,1,Other,46,6552.420255282427,0,0,3,1
50,61.35297940106928,1415,2022-01-03 01:00:00,2946,17.91599331862236,0.0447252918925693,0,Online,57,9258.31269753691,0,1,3,1
51,42.07616320785515,1044,2022-01-03 02:00:00,2638,28.42012347274126,0.9181560081146742,0,Retail,22,5084.274000658554,0,2,3,1
52,90.81333790562653,1374,2022-01-03 03:00:00,2770,95.91411492767848,0.0555455780239428,0,Retail,47,2897.001043526318,0,3,3,1
53,42.08401695356378,1345,2022-01-03 04:00:00,2262,44.00543975418234,0.5687201877502441,0,Food,52,7264.807041213747,0,4,3,1
54,87.77609114158098,1680,2022-01-03 05:00:00,2920,39.083675731208,0.1116274550577005,0,Online,43,1308.3817367590414,0,5,3,1
55,62.13088122838467,1043,2022-01-03 06:00:00,2312,79.91319162474862,0.6294201752731601,0,Other,25,8236.476448026788,0,6,3,1
56,83.1517552203441,1611,2022-01-03 07:00:00,2292,99.39547482554184,0.5047562252447003,0,Retail,21,3612.869037587848,0,7,3,1
57,49.723786313021925,1704,2022-01-03 08:00:00,2082,98.02129252071374,0.7124860792029184,0,Travel,23,1670.4930903743175,0,8,3,1
58,13.081741283544147,1405,2022-01-03 09:00:00,2921,85.97846399845285,0.6232913655459015,0,Food,59,9246.516979425342,0,9,3,1
59,28.62756065487808,1161,2022-01-03 10:00:00,2033,61.369965594477215,0.6889460878176792,0,Food,55,7545.026042634955,0,10,3,1
60,82.91599923239106,1336,2022-01-03 11:00:00,2479,56.39017672096056,0.7012128117494796,0,Retail,42,9996.99152465927,0,11,3,1
61,76.11459127700137,1714,2022-01-03 12:00:00,2684,52.224587954587946,0.3817522806168361,0,Travel,36,8792.09709915188,0,12,3,1
62,66.56159118369223,1865,2022-01-03 13:00:00,2234,88.00863507425593,0.4478817547460879,0,Travel,45,4468.344079407905,0,13,3,1
63,50.51711429707575,1702,2022-01-03 14:00:00,2286,22.41233395120337,0.7690132128559298,0,Other,32,4756.907985455394,0,14,3,1
64,55.162744952494926,1483,2022-01-03 15:00:00,2131,10.967550794864708,0.3391291866143247,0,Online,56,7541.198868921577,0,15,3,1
65,78.33451388591148,1139,2022-01-03 16:00:00,2195,74.80049283184198,0.0951938957139624,0,Other,21,3039.5142047755826,0,16,3,1
66,51.4144879788989,1108,2022-01-03 17:00:00,2561,16.34857049322759,0.1072906870387059,0,Other,33,7794.946321991311,0,17,3,1
67,81.34788954135908,1056,2022-01-03 18:00:00,2171,59.48591943885853,0.169625926112435,0,Retail,46,3507.492645445045,0,18,3,1
68,95.23140544260824,1548,2022-01-03 19:00:00,2781,64.68870798615711,0.5467204678243731,0,Other,29,4483.156300402189,0,19,3,1
69,87.15831942631942,1887,2022-01-03 20:00:00,2038,40.11881406202277,0.7132956071476505,0,Retail,40,3976.339147069369,0,20,3,1
70,78.69681169305915,1897,2022-01-03 21:00:00,2475,33.18694249951406,0.2189393885632597,0,Other,27,2518.7388735597933,0,21,3,1
71,23.80623682022744,1154,2022-01-03 22:00:00,2487,64.24073572319557,0.5521439297775538,0,Online,48,5544.569288667391,0,22,3,1
72,57.31615922446038,1286,2022-01-03 23:00:00,2495,53.91674221753586,0.1617728586912705,1,Online,19,7665.932450291637,0,23,3,1
73,67.92604330939866,1149,2022-01-04 00:00:00,2200,55.60426363765741,0.6860135687546838,0,Travel,34,7990.335619571962,0,0,4,1
74,16.26344880319616,1158,2022-01-04 01:00:00,2296,95.54621197153052,0.957373586986144,0,Travel,50,5037.207239014824,0,1,4,1
75,13.42002255353782,1606,2022-01-04 02:00:00,2872,25.73509604902587,0.7842947190605576,0,Other,60,4152.721122244118,0,2,4,1
76,42.76855554669151,1422,2022-01-04 03:00:00,2036,92.0899205881348,0.4885878004048138,0,Food,32,6987.997844391333,0,3,4,1
77,41.21158341874049,1007,2022-01-04 04:00:00,2753,66.15215047728688,0.2178905074792401,0,Travel,33,2957.760054296896,0,4,4,1
78,58.13859005804491,1985,2022-01-04 05:00:00,2116,70.84820400902817,0.3941309112302433,0,Other,47,3816.962495092046,0,5,4,1
79,14.634664157422302,1776,2022-01-04 06:00:00,2203,65.46874682566187,0.6085123427185402,0,Online,31,3715.769255207644,0,6,4,1
80,19.137591520992626,1159,2022-01-04 07:00:00,2083,25.27309509866829,0.0255585901176547,0,Retail,54,5766.570781258057,0,7,4,1
81,29.83486576041774,1493,2022-01-04 08:00:00,2552,54.43074953579532,0.2007991959678334,0,Travel,44,5703.042829615882,0,8,4,1
82,38.43137755298227,1322,2022-01-04 09:00:00,2282,89.92128590628081,0.084979207388952,0,Online,29,9411.508716680992,0,9,4,1
83,18.110761868902294,1731,2022-01-04 10:00:00,2610,70.5533611534697,0.0148769296562688,0,Food,62,5275.9454658434415,0,10,4,1
84,22.97242859349798,1876,2022-01-04 11:00:00,2901,11.760532784436789,0.8500908746590535,0,Online,31,8278.713188445914,0,11,4,1
85,22.45289288099517,1920,2022-01-04 12:00:00,2323,47.90428072026375,0.8858380254109788,0,Retail,33,3434.612874956465,0,12,4,1
86,70.51131966791718,1618,2022-01-04 13:00:00,2534,30.12257414785566,0.6619170473823522,0,Retail,27,6741.429339282374,0,13,4,1
87,78.55221406635722,1054,2022-01-04 14:00:00,2586,59.06169368651467,0.7086399710261254,0,Retail,27,2873.839987462341,0,14,4,1
88,35.601241841950866,1886,2022-01-04 15:00:00,2882,61.030450747630056,0.0365564379848128,0,Travel,37,9467.31225148779,0,15,4,1
89,26.00722367933592,1071,2022-01-04 16:00:00,2055,77.76328614592758,0.4402907533266011,0,Retail,64,4962.283526863032,0,16,4,1
90,85.36034193563887,1975,2022-01-04 17:00:00,2622,49.16020343383616,0.0002337072005655,0,Retail,51,8710.760047285832,0,17,4,1
91,48.09673926087099,1726,2022-01-04 18:00:00,2140,70.28777110281193,0.5325805700018359,0,Online,23,9885.267204374808,0,18,4,1
92,29.03410939854033,1435,2022-01-04 19:00:00,2010,33.838420642486625,0.1103865196909265,0,Food,35,8804.517944437239,0,19,4,1
93,98.14685940247114,1684,2022-01-04 20:00:00,2111,49.22333118633592,0.190179868627074,0,Travel,43,7560.730128542115,0,20,4,1
94,79.77488953148558,1277,2022-01-04 21:00:00,2680,85.86740383135798,0.4604078745218216,0,Travel,22,5042.199848161743,0,21,4,1
95,50.39592040108388,1828,2022-01-04 22:00:00,2600,72.2881408132906,0.6351498923024964,1,Other,62,2077.514821107271,0,22,4,1
96,98.5026858539832,1466,2022-01-04 23:00:00,2054,26.196351691755417,0.495002454686524,0,Retail,41,2569.1292344962367,0,23,4,1
97,18.16684546592576,1922,2022-01-05 00:00:00,2432,90.0778270615524,0.3040718787901955,0,Other,46,5101.105372122595,0,0,5,1
98,55.88720399193835,1183,2022-01-05 01:00:00,2346,21.11119366756257,0.291574943975321,0,Other,40,7149.964405144897,0,1,5,1
99,76.84342858021311,1866,2022-01-05 02:00:00,2299,15.152685241543288,0.2419476642350824,0,Online,35,9510.171443616422,0,2,5,1
100,13.097222776355888,1514,2022-01-05 03:00:00,2027,94.0073412618988,0.3374859941376362,0,Other,20,2045.0579963089228,0,3,5,1
101,58.92390637798005,1023,2022-01-05 04:00:00,2433,88.98436112503889,0.9603976293466876,0,Food,34,9545.47486907634,0,4,5,1
102,61.65899469709107,1012,2022-01-05 05:00:00,2736,97.48688179907796,0.2645800599183321,0,Online,45,2706.148887561668,0,5,5,1
103,12.458635265316776,1585,2022-01-05 06:00:00,2744,83.76810174234359,0.3332819881973068,0,Retail,37,7900.2424003291135,0,6,5,1
104,16.651042272403856,1914,2022-01-05 07:00:00,2433,93.56933968320736,0.3398523619032424,0,Travel,18,6131.253862602764,0,7,5,1
105,64.1798875377491,1979,2022-01-05 08:00:00,2453,39.7071103789509,0.2223044794557515,0,Other,20,8722.686489131847,0,8,5,1
106,13.915099886609262,1995,2022-01-05 09:00:00,2154,54.89026403662322,0.4215635124057515,0,Travel,38,2240.517799293388,0,9,5,1
107,58.084975288492096,1359,2022-01-05 10:00:00,2908,85.92834801769118,0.3664545518768669,0,Online,53,8430.98651867882,0,10,5,1
108,96.8105858612092,1609,2022-01-05 11:00:00,2967,64.58967531386853,0.8913273664664983,0,Online,29,7085.442721000245,0,11,5,1
109,48.737959254294935,1796,2022-01-05 12:00:00,2508,66.51437179940578,0.7824277459451286,0,Food,33,5588.049941710766,0,12,5,1
110,44.24378825471623,1685,2022-01-05 13:00:00,2580,57.44211218746886,0.0063315156706293,0,Other,18,3046.120484791152,0,13,5,1
111,22.586047991269297,1961,2022-01-05 14:00:00,2570,10.625085325396435,0.6864802438144277,0,Retail,47,3454.6485309782306,0,14,5,1
112,40.47944601842122,1740,2022-01-05 15:00:00,2493,21.310132757865613,0.290569092728993,0,Other,19,1783.739009166993,0,15,5,1
113,74.4439571243902,1836,2022-01-05 16:00:00,2628,31.089658414406184,0.3787730482978894,0,Online,47,4018.773274033155,0,16,5,1
114,77.57986716270221,1120,2022-01-05 17:00:00,2240,97.86479106596292,0.8384719464730573,0,Travel,47,7450.419004134611,0,17,5,1
115,40.63979180497972,1841,2022-01-05 18:00:00,2941,20.93135754622178,0.8548717198256173,0,Retail,22,9319.481714172363,0,18,5,1
116,62.921911545133966,1930,2022-01-05 19:00:00,2507,84.66984069219563,0.4309100079096375,0,Food,61,1111.7721667693309,0,19,5,1
117,43.7036374245612,1423,2022-01-05 20:00:00,2128,75.34393386371227,0.8626867847533091,0,Travel,40,7025.452026763664,0,20,5,1
118,56.60485656715164,1575,2022-01-05 21:00:00,2428,31.029962233485527,0.9230146888184372,0,Retail,21,7192.646432329213,0,21,5,1
119,17.72987462635209,1780,2022-01-05 22:00:00,2572,19.527907375407104,0.8521427323660469,1,Retail,48,8473.630815815763,0,22,5,1
120,68.83486745284134,1894,2022-01-05 23:00:00,2304,82.48672259028618,0.0428071189562689,0,Retail,26,9728.588504180754,0,23,5,1
121,32.34210737065556,1240,2022-01-06 00:00:00,2794,95.08638384399995,0.7459715350697309,0,Retail,43,1883.4867347636705,0,0,6,1
122,87.56655197793899,1167,2022-01-06 01:00:00,2846,48.77567691066048,0.5893665589856495,0,Retail,33,4121.316624748486,0,1,6,1
123,70.83894725546456,1330,2022-01-06 02:00:00,2169,76.92373657516502,0.269505804949578,1,Other,63,8773.956940488475,1,2,6,1
124,26.529790933426444,1171,2022-01-06 03:00:00,2948,52.738703327766736,0.4136975064344618,0,Travel,22,4631.532991706319,0,3,6,1
125,88.20456750327392,1749,2022-01-06 04:00:00,2148,83.10764958693693,0.7920798620894777,0,Retail,44,3334.187888384263,0,4,6,1
126,55.20289159939914,1069,2022-01-06 05:00:00,2226,60.02616890446173,0.407731665515309,0,Other,38,8363.065543345401,0,5,6,1
127,55.48555001123924,1569,2022-01-06 06:00:00,2390,89.72536824864176,0.5470065298001408,0,Other,31,6363.937936403128,0,6,6,1
128,39.19964508295418,1537,2022-01-06 07:00:00,2637,83.8883819694083,0.6487036898380295,0,Food,37,1947.17341955263,0,7,6,1
129,49.87286889896349,1425,2022-01-06 08:00:00,2461,93.2420611636587,0.8657397106795307,0,Food,56,6441.933112929328,0,8,6,1
130,12.473355037269908,1761,2022-01-06 09:00:00,2928,53.74615541333524,0.6067478301246536,0,Other,21,2854.1866227984992,0,9,6,1
131,75.99253650342669,1458,2022-01-06 10:00:00,2901,43.06404676353721,0.5439223502745882,0,Other,35,8017.715824154072,0,10,6,1
132,65.03159710701489,1588,2022-01-06 11:00:00,2588,27.32178111362836,0.1944314454446276,0,Food,27,7925.082131230957,0,11,6,1
133,92.36972521780169,1418,2022-01-06 12:00:00,2717,74.31939247105099,0.0507840812114911,0,Retail,19,5724.611458231782,0,12,6,1
134,33.800957892074884,1299,2022-01-06 13:00:00,2511,81.10453304374346,0.6752844762825353,0,Food,31,4661.555925923707,0,13,6,1
135,14.56451519624522,1822,2022-01-06 14:00:00,2077,51.28972617484501,0.3518120629599117,0,Travel,44,8603.321935277745,0,14,6,1
136,70.85855068793218,1152,2022-01-06 15:00:00,2921,76.33022876630817,0.6862647854532525,0,Travel,55,7273.982375653035,0,15,6,1
137,80.77316169978734,1667,2022-01-06 16:00:00,2639,82.1851437672511,0.166292052708713,0,Other,35,4096.117607307247,0,16,6,1
138,39.8254029895631,1669,2022-01-06 17:00:00,2548,68.07165652135744,0.107425555785323,0,Online,44,4490.144010455546,0,17,6,1
139,12.184601872547413,1169,2022-01-06 18:00:00,2338,97.73176014092073,0.0653463606382471,0,Online,30,4020.714312343048,0,18,6,1
140,36.9412542954954,1574,2022-01-06 19:00:00,2180,44.4059707359975,0.7817590190058886,0,Travel,55,5541.197921465388,0,19,6,1
141,61.41387641863861,1019,2022-01-06 20:00:00,2209,46.56716357207259,0.671085348147031,0,Retail,37,3797.734535980661,0,20,6,1
142,74.95521382139967,1017,2022-01-06 21:00:00,2919,50.497451261542906,0.5218400263257464,0,Other,21,5179.000965050205,0,21,6,1
143,86.47644806653052,1150,2022-01-06 22:00:00,2573,73.01484256366689,0.0083915576541542,0,Online,52,7476.989180248455,0,22,6,1
144,44.586046124582026,1087,2022-01-06 23:00:00,2954,70.58921223632976,0.2643047451700305,0,Online,28,2934.8098384758123,0,23,6,1
145,45.94470335816509,1129,2022-01-07 00:00:00,2936,18.760393793572423,0.7695243691162444,0,Online,39,4396.07692646077,0,0,7,1
146,86.17240478756997,1234,2022-01-07 01:00:00,2011,33.87159912261558,0.0963849867089952,0,Food,18,6737.496077516889,0,1,7,1
147,19.688496513147165,1112,2022-01-07 02:00:00,2504,93.62801307167632,0.5907825622817242,0,Travel,57,9784.73655418159,0,2,7,1
148,79.52197137501955,1066,2022-01-07 03:00:00,2369,78.51656294055846,0.5996910725465628,0,Online,64,8979.728844071804,0,3,7,1
149,10.863844969173988,1598,2022-01-07 04:00:00,2751,13.740115016215762,0.0769873880028959,1,Travel,29,6550.062414282284,0,4,7,1
150,15.24013555293646,1117,2022-01-07 05:00:00,2684,35.76256757704117,0.9827270365132578,0,Other,52,7288.036637655037,0,5,7,1
151,46.265651867845264,1311,2022-01-07 06:00:00,2920,91.20674786727866,0.6983944973107784,0,Retail,25,9253.478916937507,0,6,7,1
152,10.64214063364256,1998,2022-01-07 07:00:00,2953,67.72998285604584,0.7864850345761688,0,Travel,25,9148.652758711904,0,7,7,1
153,40.52631372440093,1123,2022-01-07 08:00:00,2514,23.84789057823815,0.8608939744740778,0,Online,34,7347.086686903932,0,8,7,1
154,55.74925986254664,1098,2022-01-07 09:00:00,2480,23.19675309370517,0.0363253594047917,0,Online,61,6405.360523608859,0,9,7,1
155,80.68702881549353,1836,2022-01-07 10:00:00,2598,55.12309145953811,0.152484889271127,0,Retail,47,4018.773274033155,0,10,7,1
156,58.78105340124304,1126,2022-01-07 11:00:00,2245,92.42444949008308,0.195162305471047,0,Retail,27,7080.103438619933,0,11,7,1
157,93.21260497318085,1105,2022-01-07 12:00:00,2068,60.54514510210061,0.7535838037722454,0,Online,37,7588.2826264097375,0,12,7,1
158,48.93431687421971,1634,2022-01-07 13:00:00,2454,58.13885000694888,0.0013112357995281,0,Food,44,5302.392311164256,0,13,7,1
159,75.84896970201633,1768,2022-01-07 14:00:00,2225,49.28997754079705,0.0686108170259279,0,Other,35,1824.800520598792,0,14,7,1
160,99.24329385724016,1271,2022-01-07 15:00:00,2783,20.433902723174075,0.799903050684708,1,Food,23,9084.791658545855,0,15,7,1
161,97.62385249068704,1935,2022-01-07 16:00:00,2752,34.28799621000191,0.8128326048241296,0,Travel,35,4805.27779551589,0,16,7,1
162,68.36222224178091,1666,2022-01-07 17:00:00,2583,93.90980107812352,0.1303453119881498,1,Retail,36,9674.062164262285,0,17,7,1
163,52.7405583765616,1495,2022-01-07 18:00:00,2370,62.2966821251412,0.8961648984302398,0,Online,20,1236.384945903017,0,18,7,1
164,88.75728850172628,1982,2022-01-07 19:00:00,2025,21.200385624323307,0.3292528457660703,0,Other,46,4575.52247121944,0,19,7,1
165,70.65807372432405,1127,2022-01-07 20:00:00,2998,39.62416222970549,0.063965262052487,0,Food,39,4843.2904163743615,0,20,7,1
166,16.560396381973245,1437,2022-01-07 21:00:00,2081,94.98701866123818,0.1729678782624287,0,Travel,19,3712.1659095755263,0,21,7,1
167,36.87248196812679,1145,2022-01-07 22:00:00,2229,70.949036627234,0.9579481005143656,0,Travel,56,9855.674627837716,0,22,7,1
168,37.97774880715161,1477,2022-01-07 23:00:00,2711,65.07165073329853,0.8398890363857324,0,Online,31,4219.355106273666,0,23,7,1
169,37.40762141397819,1727,2022-01-08 00:00:00,2853,87.84367671643805,0.6381432315674004,0,Other,25,7941.847202444381,0,0,8,1
170,27.459895442013668,1365,2022-01-08 01:00:00,2514,96.1462465106588,0.4297705660959885,0,Other,49,2249.6838410311507,1,1,8,1
171,16.468824479692067,1239,2022-01-08 02:00:00,2201,91.1933076822215,0.4491231704158719,0,Retail,40,8704.182255178053,0,2,8,1
172,95.81318706963296,1422,2022-01-08 03:00:00,2818,98.62431306543851,0.4188655842737862,0,Travel,32,6987.997844391333,0,3,8,1
173,63.47667766306569,1089,2022-01-08 04:00:00,2200,69.26898129140069,0.9566960542981932,0,Online,50,6121.739350549565,0,4,8,1
174,97.0655205171012,1407,2022-01-08 05:00:00,2898,38.39751063654201,0.7962993717062002,1,Retail,32,8827.782392877409,0,5,8,1
175,13.592210306686386,1233,2022-01-08 06:00:00,2298,72.0767151531791,0.3578208959090809,0,Online,28,8198.17833915617,0,6,8,1
176,18.04295485910775,1474,2022-01-08 07:00:00,2144,23.16580918170286,0.3581691063319129,0,Online,37,8007.840813445351,0,7,8,1
177,57.400809663920754,1059,2022-01-08 08:00:00,2372,96.99742620925753,0.3663305510153918,0,Other,42,4450.429068562766,0,8,8,1
178,91.89645670792092,1596,2022-01-08 09:00:00,2196,75.17795368204465,0.4797418085390359,0,Online,62,7604.03581291833,0,9,8,1
179,67.30165835468443,1800,2022-01-08 10:00:00,2981,71.27729966536388,0.8059953499461918,0,Food,58,6631.372808065945,0,10,8,1
180,79.45616782324659,1117,2022-01-08 11:00:00,2229,73.50579664763814,0.4466950064139259,0,Food,52,7288.036637655037,0,11,8,1
181,74.59376570121384,1548,2022-01-08 12:00:00,2078,95.81512850727324,0.1480582852993029,0,Other,29,4483.156300402189,0,12,8,1
182,90.0500458660583,1084,2022-01-08 13:00:00,2220,18.852697182192355,0.7304494846487675,0,Travel,60,2169.4259351690243,0,13,8,1
183,71.65549550773102,1591,2022-01-08 14:00:00,2671,13.294878186725366,0.966645463514096,0,Online,36,7962.41027548533,0,14,8,1
184,76.74484865313467,1107,2022-01-08 15:00:00,2507,70.84194087334146,0.9345265989340056,0,Retail,60,6166.294345881851,0,15,8,1
185,30.73140745162662,1449,2022-01-08 16:00:00,2166,29.797542175411586,0.8713778981354636,0,Online,64,3495.320360122715,0,16,8,1
186,13.94613717842646,1997,2022-01-08 17:00:00,2528,10.976063792987292,0.0887224891439055,0,Online,58,9255.451757215444,0,17,8,1
187,86.27614397676666,1825,2022-01-08 18:00:00,2366,30.62781389727033,0.3804867275873326,0,Retail,54,4886.010824613629,0,18,8,1
188,39.15191297159039,1609,2022-01-08 19:00:00,2348,86.27039905960704,0.5997076288705414,0,Other,29,7085.442721000245,0,19,8,1
189,63.75541221221678,1439,2022-01-08 20:00:00,2163,90.69366945616191,0.0525841195764624,0,Food,47,8557.608088738338,0,20,8,1
190,13.936656978315106,1122,2022-01-08 21:00:00,2778,97.45799845652886,0.1324130798457156,0,Travel,54,4998.111232701779,0,21,8,1
191,39.27911887178642,1542,2022-01-08 22:00:00,2360,94.26044567659616,0.28161699231222,0,Retail,63,6808.655941809088,0,22,8,1
192,61.29285089639624,1024,2022-01-08 23:00:00,2940,65.20547785019431,0.0361401268487941,0,Retail,40,1795.3282266181373,0,23,8,1
193,61.5850254830433,1804,2022-01-09 00:00:00,2926,58.92672040602855,0.9644991055160976,0,Food,24,8924.92531736286,0,0,9,1
194,25.807626781009997,1394,2022-01-09 01:00:00,2176,81.998406792034,0.1764083665963066,0,Travel,31,1417.6911109990574,0,1,9,1
195,60.1627950076116,1377,2022-01-09 02:00:00,2901,46.79083873431522,0.829296851161239,0,Food,46,7515.21069536373,0,2,9,1
196,73.95115480743799,1860,2022-01-09 03:00:00,2208,11.414754823886248,0.1556446845128487,0,Travel,21,2424.450317394157,0,3,9,1
197,41.600666147750765,1022,2022-01-09 04:00:00,2125,39.746571370799046,0.7831297143194322,0,Retail,55,4265.273573478986,0,4,9,1
198,77.50218977872183,1599,2022-01-09 05:00:00,2162,69.42652625711786,0.4507371718071249,0,Online,18,8662.854278923118,1,5,9,1
